,Time,Open,High,Low,Close
0,2023-02-01 09:15:00,1542.2,1544.05,1536.5,1542.45
1,2023-02-01 09:16:00,1541.4,1542.0,1539.05,1539.6
2,2023-02-01 09:17:00,1539.25,1539.35,1536.0,1536.05
3,2023-02-01 09:18:00,1536.0,1537.0,1535.2,1536.0
4,2023-02-01 09:19:00,1536.0,1536.45,1535.0,1535.7
5,2023-02-01 09:20:00,1535.7,1537.5,1534.05,1535.95
6,2023-02-01 09:21:00,1536.0,1536.7,1535.6,1535.6
7,2023-02-01 09:22:00,1535.6,1537.5,1535.6,1537.0
8,2023-02-01 09:23:00,1537.0,1538.6,1536.55,1538.4
9,2023-02-01 09:24:00,1538.6,1539.2,1537.5,1537.5
10,2023-02-01 09:25:00,1537.5,1539.0,1537.5,1539.0
11,2023-02-01 09:26:00,1539.3,1540.0,1537.6,1537.6
12,2023-02-01 09:27:00,1537.85,1539.35,1537.85,1539.0
13,2023-02-01 09:28:00,1539.0,1539.0,1537.5,1537.7
14,2023-02-01 09:29:00,1537.7,1538.75,1537.65,1538.45
15,2023-02-01 09:30:00,1538.45,1538.55,1536.15,1538.05
16,2023-02-01 09:31:00,1538.05,1538.95,1536.75,1538.75
17,2023-02-01 09:32:00,1538.7,1538.85,1535.6,1536.2
18,2023-02-01 09:33:00,1536.2,1537.2,1534.1,1537.2
19,2023-02-01 09:34:00,1536.95,1539.0,1533.0,1533.85
20,2023-02-01 09:35:00,1534.65,1534.65,1532.0,1532.2
21,2023-02-01 09:36:00,1532.2,1532.9,1529.6,1529.6
22,2023-02-01 09:37:00,1530.1,1531.25,1528.2,1530.55
23,2023-02-01 09:38:00,1530.55,1531.5,1530.25,1530.65
24,2023-02-01 09:39:00,1530.0,1531.2,1529.4,1531.2
25,2023-02-01 09:40:00,1530.75,1532.9,1530.75,1532.8
26,2023-02-01 09:41:00,1532.8,1535.1,1532.8,1534.8
27,2023-02-01 09:42:00,1534.7,1535.3,1534.15,1535.25
28,2023-02-01 09:43:00,1535.2,1535.25,1533.15,1533.15
29,2023-02-01 09:44:00,1533.55,1536.0,1533.55,1534.4
30,2023-02-01 09:45:00,1534.3,1535.0,1533.3,1533.3
31,2023-02-01 09:46:00,1533.3,1534.65,1533.0,1533.35
32,2023-02-01 09:47:00,1533.2,1534.85,1533.15,1533.55
33,2023-02-01 09:48:00,1533.55,1534.15,1533.55,1534.0
34,2023-02-01 09:49:00,1534.0,1535.0,1533.9,1534.5
35,2023-02-01 09:50:00,1534.8,1535.3,1534.5,1535.0
36,2023-02-01 09:51:00,1535.3,1535.5,1534.7,1535.0
37,2023-02-01 09:52:00,1535.0,1535.5,1534.8,1535.0
38,2023-02-01 09:53:00,1535.0,1535.1,1534.5,1534.95
39,2023-02-01 09:54:00,1534.95,1535.45,1534.75,1535.0
40,2023-02-01 09:55:00,1535.05,1535.5,1534.1,1535.0
41,2023-02-01 09:56:00,1534.7,1535.4,1534.5,1534.75
42,2023-02-01 09:57:00,1534.75,1535.35,1534.5,1534.55
43,2023-02-01 09:58:00,1534.65,1534.85,1534.5,1534.6
44,2023-02-01 09:59:00,1534.6,1534.6,1533.55,1533.85
45,2023-02-01 10:00:00,1533.85,1534.45,1533.1,1533.1
46,2023-02-01 10:01:00,1533.2,1534.55,1533.1,1534.5
47,2023-02-01 10:02:00,1534.5,1535.5,1534.5,1534.95
48,2023-02-01 10:03:00,1535.0,1535.45,1534.95,1535.0
49,2023-02-01 10:04:00,1535.0,1535.05,1534.45,1535.0
50,2023-02-01 10:05:00,1535.0,1535.0,1534.9,1534.9
51,2023-02-01 10:06:00,1534.95,1535.0,1534.65,1534.95
52,2023-02-01 10:07:00,1534.95,1535.0,1534.05,1534.45
